,pc 1,pc 2,pc 3,pc 4,pc 5,pc 6,pc 7,pc 8,pc 9,pc 10
0,0.535502712643415,1.1450042700511949,-1.3850189416819858,0.11600592545264117,-3.226690521680874,-1.9284587941327973,-1.9588915568041914,-1.9229965235239905,0.026752850263737922,0.17814385626040022
1,-0.6247055929700444,-1.575786433720964,-0.7942530572254124,1.1562869971960772,0.29225649652547014,0.34906013230474625,-0.4552062570738844,0.28533229116950065,0.6896826128399544,-0.5570308309593976
2,-0.9334793655122411,-0.7170762240572929,0.8201499288351762,-1.5476379674014882,0.17394083298277047,0.27278252678251613,0.02582071234131119,-0.03081701242445235,-0.4314990761506317,0.013335821719489334
3,0.1063538876767318,1.1924753287898884,-0.0244412057415837,1.5074688704463306,-2.3568361251413976,-0.023139495121150096,0.23641821481084013,-1.7171086491590026,-1.2307846642069364,-0.7034002429896453
4,-0.3885027228463799,-2.8396551920960267,-0.2297668144135548,-0.6225095881898857,0.2714577380427003,-0.9289564718936714,0.537899593298934,-1.3017865714941412,0.2790069947161013,0.6311827783610301
5,-0.3526051348658465,2.019888316826508,-0.006843308703683584,-1.4151773665236949,-0.759983508027525,1.1579751716250146,0.740059434602252,0.164110414758335,1.2505691889011328,-1.401525127172158
6,-0.33569183829854093,1.4035420789302198,-0.08244651896624354,-0.10207983808153714,-1.4015323340574957,0.7375565754983858,1.7068259687915248,-0.06938661462769848,0.38899877792678794,0.10225790204500015
7,-1.456694796680054,-0.9918832976944414,1.001543215009424,-0.7319601424182037,0.02262777615805797,-0.11825746750042747,-0.4865529852029907,-0.10293216674383977,-1.0670213919950973,-0.11823170255531577
8,-0.4368091951363403,-1.1758229046898656,2.00395852973869,-0.22392775722218317,1.292551797971102,1.0111836446681235,0.27304849087121025,0.37719225507397575,-0.14573909228575907,0.08714936189787137
9,-0.01819881453450488,0.5528202712229968,0.6345705104633005,-1.8427716915639456,-1.4525345015248396,-0.9432174040168033,0.10367856238927592,-1.057677957126101,-0.7948263477527958,0.8191966237752218
10,3.1910287217699547,4.895171381130675,-0.9259568295296552,1.615239414708217,1.3085358070239237,1.2881360186770556,0.6551543272698787,-0.20870122425641421,1.7700709532256198,1.053861219807818
11,2.3175222717236004,-3.1266868999385036,-0.6760809876302573,0.6449999429845437,-0.4297261011963581,-0.023853784550557772,1.7690114148056617,-0.7374369022997302,0.8848162336489549,0.09400881220415067
12,-1.8806682742345777,-0.06728067030780457,1.6560341378413588,-0.6554224601163852,0.9098652240025726,0.9588801503354212,0.12559554373389648,-1.0068090722353242,-0.17771315841402704,0.1826283539144939
13,0.8585472564110073,-1.5611862612370715,2.2063205879479875,-0.039700116097571285,-0.05594598572564502,0.05521378342108853,-0.23918058162613226,-0.45182411940587247,-0.3523743931144503,-0.6026467428552272
14,0.4660034546218279,-0.9211631883660449,-1.4569427235070016,-1.678810189316175,0.8239611862759332,-1.2021608119498812,0.5070121895632478,0.8659042373398432,-0.046956605957511825,-0.5233344094285767
15,1.9039691923396824,-2.667618014215285,1.6453653173312075,-0.2754553343122277,0.22880207476378012,0.12069931169321514,1.3379926849409223,0.2651635445761107,-0.701297504874574,0.548293545109962
16,1.0219189175535848,-1.6414646416114502,1.5978033903301219,0.08981013159684123,0.37220351097757226,0.5924773927130993,1.3500872843401481,-1.2059303641184098,-0.38479983237007703,-0.7421382103742356
17,1.2313574615734362,-0.6385130361437752,-0.4368568628967407,-1.7421550420140184,0.012399219341010003,-0.4950542524664623,2.3318778614066753,1.0815194876264584,-0.9603360847607854,-1.3557838101063997
18,0.7913719023498553,1.3850663760358946,2.0039024581152276,-1.435798851722556,0.21436335778348883,-0.7542567909932953,-0.9578384387175581,2.444382437774019,0.23518383653823932,0.12785910842060239
